Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duration,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,84.7,159.948,232.269,303.252,372.743,442.36,511.191,581.397,649.906,734.443,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment Times,01:24.7,01:15.2,01:12.3,01:11.0,01:09.5,01:09.6,01:08.8,01:10.2,01:08.5,01:24.5,01:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,LoggerTemp,Battery,Predictive Time,#NAME?,Engine RPM,Speed,Gear,Water Temp,Head Temp,Exhaust Temp,Oil Temp,Oil Press,Brake Press,Throttle Pos,Brake Pos,Clutch Pos,Steering Pos,Lambda,Lateral Acc,Inline Acc,Fuel Level,Battery Voltage,Vertical Acc,Distance on GPS Speed,Distance on Vehicle Speed
s,km/h, ,g,g,deg,deg,deg/s,m,mm,km/h,m,deg,deg,°C,V, , ,rpm,km/h,gear,°C,°C,°C,°C,bar,bar,%,%,%,deg,lambda,g,g,%,V,g,m,m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667.1,64.3192,14,1.0635,-0.1757,-1.2027,6.5825,33.4422,295.9697,3.6,0.12,30.6102,10.90074894,77.04764961,40.7711,3.8387,70985.2656,2476.2666,3464,67,2,94,35.8,35.8,106.4,3.2715,0.675,-2,37.3333,0,61.0556,0,0.9883,0.1628,0,12.3,0,19840.0059,20076.9473
667.15,63.8519,14,1.0908,-0.1522,-1.1987,8.059,34.4735,295.9662,3.6,0.12,29.4787,10.90075684,77.0476509,40.7385,3.8385,70987.4922,2478.4888,3464,67,2,94,35.8,35.8,106.4,3.27,0.57,-2,35,0,62,0,0.28,0.55,0,12.3,0,19840.8945,20077.8789
667.2,63.3986,14,1.0942,-0.1605,-1.1978,9.7673,34.7399,295.9568,3.6,0.121,29.045,10.9007645,77.04765249,40.7059,3.8383,70989.7109,2480.7112,3464,67,2,94,35.8,35.8,106.4,3.2542,0.5434,-2,35,0,62,0,0.475,0.508,0,12.3,0,19841.7793,20078.8086
667.25,62.9201,14,1.0825,-0.1716,-1.1654,12.0284,34.5353,295.9597,3.6,0.137,28.9965,10.90077201,77.04765454,40.6732,3.8381,70991.9297,2482.9333,3456.3943,66.6197,2,94,35.8,35.8,106.4,3.23,0.48,-2,35,0,62,0,2.1,0.158,0,12.3,0,19842.6543,20079.7324
667.3,62.62,14,1.1033,-0.1842,-1.1428,13.6891,35.3847,295.9537,3.6,0.13,28.1656,10.90077951,77.04765672,40.6406,3.8379,70994.1562,2485.1555,3439.9131,66,2,93.9478,35.8,35.8,106.4,3.23,0.48,-2,35,0,62,0,2.23,0.13,0,12.3,0,19843.5254,20080.6562
667.35,62.2609,14,1.124,-0.1931,-1.1656,15.2771,36.2488,295.9332,3.6,0.122,27.3364,10.90078691,77.04765908,40.6079,3.8377,70996.375,2487.3777,3405.855,66,2,93.513,36.1097,36.1097,106.2452,3.2068,0.4161,-2,31.5161,0,62,0,1.7332,0.1255,0,12.3,0,19844.3926,20081.5742
667.4,62.3969,14,1.1607,-0.1844,-1.17,17.2912,37.6517,295.9072,3.6,0.13,26.3753,10.90079422,77.04766163,40.5753,3.8375,70998.6016,2489.6001,3397,66,2,93.4,36.2,36.2,106.2,3.2,0.37,-2,29,0,63.92,0,1.1087,0.2117,0,12.3,0,19845.2578,20082.4902
667.45,61.9975,14,1.2088,-0.1723,-1.1855,19.0909,39.433,295.8948,3.6,0.13,25.0227,10.90080144,77.04766455,40.5427,3.8373,71000.8203,2491.8223,3388.324,65.6056,2,93.4,36.2,36.2,106.2,3.1928,0.3723,-2,29.3429,0,69.92,0,1.042,0.4984,0,12.3,0,19846.1211,20083.3984
667.5,61.473,14,1.2595,-0.1668,-1.1933,21.2481,41.3124,295.8782,3.6,0.13,23.6823,10.90080839,77.04766763,40.51,3.8371,71002.4844,2493.4863,3375,65,2,93.4,36.2,36.2,106.2,3.1704,0.3866,-2,31.4857,0,71,0,1.03,0.55,0,12.3,0,19846.9766,20084.3086
667.55,61.0469,14,1.3218,-0.1714,-1.1701,23.4047,43.5826,295.8749,3.6,0.13,22.2931,10.90081518,77.047671,40.4774,3.8369,71004.1016,2495.1018,3375,65,2,93.4,36.2,36.2,106.2,3.17,0.3791,-0.9143,34.1714,0,76.8841,0,1.4125,0.1717,0,12.3,0,19847.8262,20085.207
667.6,60.6918,14,1.3599,-0.1908,-1.1512,25.5006,45.089,295.8728,3.6,0.13,21.423,10.90082178,77.04767456,40.4447,3.8367,71005.7188,2496.7173,3343.4385,64.3425,2,93.4,36.2,36.2,106.2,3.1407,0.37,0,36,0,85,0,1.94,-0.35,0,12.3,0,19848.6719,20086.1055
667.65,60.2672,14,1.3792,-0.2065,-1.1423,27.8376,46.0186,295.8731,3.6,0.13,20.8433,10.90082826,77.04767853,40.4121,3.8365,71007.3359,2498.3328,3327,64,2,93.4,36.2,36.2,106.2,3.1071,0.37,0,36,0,85,0,1.94,-0.35,0,12.3,0,19849.5117,20086.9961
667.7,59.8819,14,1.43,-0.2209,-1.1137,30.3559,48.0346,295.8766,3.6,0.1355,19.8409,10.90083447,77.04768276,40.3795,3.8363,71008.9453,2499.9482,3316.8591,63.8732,2,93.4,36.2,36.2,106.2,3.091,0.37,0.7705,33.6885,0,87.6712,0,1.8278,-0.1416,0,12.3,0,19850.3438,20087.8867
667.75,59.5306,13,1.4708,-0.2044,-1.1025,32.8607,49.7642,295.881,3.6,0.14,19.039,10.90084053,77.04768712,40.3468,3.8361,71010.5625,2501.5637,3260.5212,63.169,2,93.4,36.2,36.2,106.2,3.09,0.37,1,33,0,90,0,1.73,0.04,0,12.3,0,19851.1738,20088.7676
667.8,59.321,13,1.4116,-0.16,-1.121,35.4313,48.0805,295.8518,3.6,0.14,19.6363,10.90084636,77.04769177,40.3142,3.8359,71012.1797,2503.1794,3247,63,2,93.4,36.3375,36.3375,106.3375,3.0831,0.3317,1.9577,31.3239,0,90.087,0,1.77,0.0522,0,12.3,0,19851.998,20089.6484
667.85,58.88,13,1.3744,-0.1363,-1.1483,37.7691,47.0641,295.8258,3.6,0.14,19.9112,10.90085199,77.04769657,40.3714,3.8355,71013.7969,2504.7949,3233.6121,63,2,93.606,36.6,36.6,106.6,3.07,0.219,4.7746,26.3944,0,90.8116,0,2.1033,0.1536,0,12.3,0,19852.8184,20090.5234
667.9,58.5101,13,1.3302,-0.137,-1.163,40.0125,45.7662,295.8011,3.6,0.1345,20.3473,10.90085744,77.04770156,40.4748,3.8352,71015.4141,2506.4104,3203.8262,62.913,2,94,36.6,36.6,106.6,3.07,0.21,5,26,0,91,0,2.19,0.18,0,12.3,0,19853.6328,20091.3965
667.95,58.1019,13,1.2812,-0.1651,-1.1902,42.1674,44.2909,295.7778,3.6,0.138,20.8784,10.90086267,77.04770663,40.5783,3.8348,71017.0234,2508.0259,3169.0435,62.1884,2,94,36.6,36.6,106.6,3.0636,0.1226,6.0286,21.8857,0,86.1515,0,1.8894,0.1824,0,12.3,0,19854.4414,20092.2656
668,57.9289,12,1.2343,-0.1674,-1.2375,43.9854,42.9121,295.7557,3.6,0.1405,21.485,10.90086776,77.04771177,40.6818,3.8344,71018.6406,2509.6414,3160,62,2,94,36.6,36.6,106.6,3.06,0.04,7,18,0,71,0,0.95,0.19,0,12.3,0,19855.248,20093.1328
668.05,57.7445,12,1.1943,-0.1266,-1.2325,46.3287,41.7455,295.7453,3.6,0.147,22.0151,10.90087253,77.04771729,40.7852,3.834,71020.2578,2511.2568,3151.8438,61.7188,2,94,36.6,36.6,106.6,3.0558,0.04,7,18,0,71,0,0.95,0.19,0,12.3,0,19856.0508,20093.9863
668.1,57.7039,13,1.1339,-0.0982,-1.2483,48.3924,39.8044,295.7319,3.6,0.1345,23.0725,10.9008771,77.04772291,40.8887,3.8336,71022.1797,2513.1807,3131,61,2,94,36.6,36.6,106.6,3.0328,0.0919,8.4839,12.8065,0,63.0833,0,1.3089,0.0844,0,12.3,0,19856.8516,20094.8398
668.15,57.5793,12,1.1156,-0.0794,-1.2717,50.0921,39.2985,295.6935,3.6,0.13,23.3191,10.90088162,77.04772854,40.9922,3.8333,71024.3672,2515.3667,3131,61,2,94,36.6,36.6,106.6,3.03,0.11,9,11,0,56.5079,0,1.63,-0.01,0,12.3,0,19857.6523,20095.6836
668.2,56.7343,13,1.1518,-0.0645,-1.3015,52.4736,40.6919,295.6787,3.6,0.1305,22.19,10.90088572,77.04773431,41.0956,3.8329,71026.5547,2517.553,3290.8413,60.3968,2,94,36.6,36.6,106.6,3.0343,0.1175,9,13,0,58,0,1.5682,0.0066,0,12.3,0,19858.4453,20096.5254
668.25,56.5326,13,1.1771,-0.0236,-1.2239,54.8029,41.6799,295.6959,3.6,0.14,21.587,10.90088951,77.04774036,41.1991,3.8325,71028.7422,2519.7393,3396,60,2,94,36.6,36.6,106.6,3.04,0.1383,9,18.5556,0,58,0,0.5374,0.2835,0,12.3,0,19859.2305,20097.3613
668.3,56.9804,13,1.2018,0.0029,-1.1712,56.4768,42.6076,295.6995,3.6,0.1345,21.2843,10.90089332,77.04774651,41.3025,3.8321,71030.9219,2521.9255,3375.8362,59.9016,2,93.9213,36.6,36.6,106.6,3.04,0.14,9,19,0,58,0,0.29,0.35,0,12.3,0,19860.0195,20098.1973
668.35,57.5111,13,1.2452,0.0122,-1.1964,58.3919,44.1619,295.6684,3.6,0.13,20.7264,10.90089691,77.04775293,41.406,3.8317,71033.1094,2524.1118,3207.8032,59.082,2,93.2656,36.8,36.8,106.2,3.0533,-0.0876,10.0588,17.9412,0,66.5556,0,0.3989,0.1983,0,12.3,0,19860.8164,20099.0234
668.4,57.4271,13,1.2901,0.0211,-1.2582,60.7568,45.7637,295.6288,3.6,0.1305,19.9717,10.90090022,77.0477593,41.5095,3.8314,71035.2969,2526.2981,3191,59,2,93.2,36.9,36.9,106,3.06,-0.29,11,17,0,82.5588,0,0.5956,-0.0285,0,12.3,0,19861.6152,20099.8477
668.45,57.0792,13,1.2961,0.0289,-1.269,63.2713,45.9752,295.5954,3.6,0.143,19.7594,10.90090313,77.04776582,41.6129,3.831,71037.4844,2528.4841,3192.1667,59,2,93.2,36.9,36.9,106,3.0553,-0.2789,11,9.4444,0,103.8824,0,0.8088,0.0671,0,12.3,0,19862.4082,20100.668
668.5,56.8998,13,1.3184,0.0401,-1.2574,65.862,46.7539,295.5837,3.6,0.15,19.3692,10.90090576,77.04777248,41.7164,3.8306,71039.6719,2530.6704,3194,59,2,93.2,36.9,36.9,106,3.0406,-0.2094,11,-37.7778,0,109,0,0.86,0.09,0,12.3,0,19863.1992,20101.4883
668.55,57.1324,13,1.3776,0.0561,-1.2135,68.522,48.8255,295.5823,3.6,0.158,18.6233,10.9009081,77.04777941,41.8199,3.8302,71041.8594,2532.8567,3194,59,2,93.2,36.9,36.9,106,3.046,-0.1568,11.4737,-38.2105,0,107.2051,0,1.0395,0.029,0,12.3,0,19863.9922,20102.3086
668.6,57.3338,13,1.4153,0.0459,-1.1956,70.4913,50.1104,295.5719,3.6,0.15,18.2097,10.90091032,77.04778635,41.9233,3.8298,71044.0391,2535.043,3207.8228,59,2,93.2,36.9,36.9,106,3.05,-0.12,12,-24,0,104,0,1.36,-0.08,0,12.3,0,19864.7871,20103.127
668.65,57.2211,13,1.3506,0.0518,-1.2101,72.7127,47.7878,295.5672,3.6,0.153,19.0572,10.9009122,77.04779332,42.0268,3.8294,71046.2266,2537.2292,3223.8032,59.1639,2,93.2,36.9,36.9,106,3.05,-0.12,12,-24,0,104,0,1.36,-0.08,0,12.3,0,19865.582,20103.9531
668.7,57.2501,13,1.3301,0.076,-1.1679,75.3763,47.0136,295.5597,3.6,0.16,19.3808,10.90091367,77.04780045,42.1303,3.8291,71048.4141,2539.4153,3232.8196,59.9836,2,93.2,36.9,36.9,106,3.042,-0.1005,13.95,-16.2,0,101.1475,0,1.7974,-0.0467,0,12.3,0,19866.377,20104.7793
668.75,57.4153,13,1.2881,0.1055,-1.1089,77.7404,45.4511,295.5712,3.6,0.176,20.105,10.90091499,77.04780769,42.2337,3.8287,71050.6016,2541.6016,3233,60,2,93.2,36.9,36.9,106,3.04,-0.09,15,-12,0,98,0,2.28,-0.01,0,12.3,0,19867.1738,20105.6133
668.8,57.5535,13,1.2065,0.1111,-1.0496,79.5383,42.4573,295.5907,3.6,0.1695,21.5744,10.90091603,77.04781496,42.3372,3.8283,71052.7891,2543.7878,3255.9126,60,2,93.2,36.927,36.927,106.2162,3.04,-0.1105,15.411,-12.5479,0,98,0,2.28,-0.01,0,12.3,0,19867.9727,20106.4453
668.85,57.8602,13,1.1135,0.1467,-0.9991,81.9458,39.0624,295.6067,3.6,0.16,23.5744,10.9009167,77.04782229,42.3302,3.8284,71054.9766,2545.9741,3280,60,2,93.2,36.9946,36.9946,106.7568,3.04,-0.2133,17.4658,-15.2877,0,100.6667,0,1.38,-0.35,0,12.3,0,19868.7734,20107.2773
668.9,58.166,12,1.0482,0.1453,-0.9561,83.978,36.6217,295.5984,3.6,0.16,25.2784,10.90091725,77.0478297,42.2712,3.8286,71057.1641,2548.1604,3280,60,2,93.2,37,37,106.8,3.04,-0.24,18,-16,0,102,0,0.93,-0.52,0,12.3,0,19869.582,20108.1113
668.95,58.2772,12,1.016,0.1318,-0.9216,85.2458,35.3553,295.5968,3.6,0.152,26.234,10.90091767,77.04783707,42.2122,3.8289,71059.3438,2550.3467,3348.9143,60,2,93.2,37,37,106.8,3.0436,-0.203,18.2174,-16.8696,0,100.7681,0,0.8583,-0.507,0,12.3,0,19870.3906,20108.9453
669,58.5807,12,1.0015,0.1198,-0.9096,86.451,34.724,295.595,3.6,0.14,26.85,10.90091794,77.04784455,42.1532,3.8292,71061.5312,2552.5327,3399.1111,60,2,93.2,37,37,106.8,3.05,-0.0799,18.942,-19.7681,0,88.4493,0,0.1409,-0.3765,0,12.3,0,19871.2031,20109.7793
669.05,58.9063,12,0.9892,0.142,-0.8164,88.5531,34.1824,295.625,3.57,0.143,27.427,10.90091783,77.04785207,42.0942,3.8294,71063.7188,2554.719,3352.5833,60,2,93.2,37,37,106.8,3.0742,-0.0437,20.3143,-11.4571,0,73.8824,0,0.5118,0.4224,0,12.3,0,19872.0195,20110.6133
669.1,58.6946,13,0.9663,0.1249,-0.6881,90.9348,33.2576,295.6778,3.5,0.15,28.0885,10.90091722,77.04785953,42.0352,3.8297,71065.9062,2556.9053,3347,60,2,93.2,37,37,106.8,3.08,-0.03,21,-7,0,64,0,1.02,1.1,0,12.3,0,19872.8359,20111.4453
669.15,58.8175,13,0.9858,0.0826,-0.6647,92.315,33.8154,295.6856,3.5,0.142,27.6829,10.90091674,77.04786703,41.9762,3.83,71068.0938,2559.0916,3420.6885,60.4754,2,93.2,37,37,106.8,3.1032,-0.0462,21.4426,-140.9672,0,64,0,1.02,1.1,0,12.3,0,19873.6523,20112.2852
669.2,59.2867,13,1.0358,0.0683,-0.6197,93.2464,35.4576,295.6871,3.5,0.121,26.6114,10.90091617,77.04787466,41.9171,3.8302,71070.2812,2561.2778,3502,61,2,93.2,37,37,106.8,3.16,-0.1364,23.9016,-885.2295,0,65.5556,0,1.6733,0.4233,0,12.3,0,19874.4727,20113.125
669.25,59.5917,13,1.0464,0.0687,-0.5258,95.2378,35.7603,295.7357,3.5,0.146,26.5219,10.90091517,77.04788226,41.8581,3.8305,71072.4609,2563.4639,3508,61.1111,2,93.2,37,37,106.8,3.16,-0.14,24,-915,0,66,0,1.86,0.23,0,12.3,0,19875.2988,20113.9785
669.3,59.4974,13,1.0371,0.0818,-0.4317,97.8528,35.3852,295.787,3.5,0.16,26.7606,10.90091372,77.04788975,41.7991,3.8308,71074.6484,2565.6501,3545.5,61.8056,2,93.2,37,37,106.8,3.1735,-0.14,24,-1822.7142,0,64.2308,0,1.8352,-0.2335,0,12.3,0,19876.125,20114.832
669.35,59.6784,13,1.0234,0.1252,-0.3258,99.605,34.8432,295.828,3.5,0.152,27.2596,10.90091222,77.0478973,41.7401,3.831,71078.4297,2569.4285,3556,62,2,93.2,37,37,106.8,3.18,-0.14,24,-2680,0,61,0,1.79,-1.08,0,12.3,0,19876.9531,20115.6914
669.4,59.8255,13,0.9913,0.1637,-0.2982,100.9141,33.6334,295.8515,3.5,0.1395,28.3097,10.9009106,77.0479048,41.6811,3.8313,71082.5078,2573.5103,3569.0908,62,2,93.1273,37.0652,37.0652,106.7783,3.193,-0.1447,24.1351,-2503.7163,0,61,0,1.79,-1.08,0,12.3,0,19877.7832,20116.5508
669.45,59.9352,13,0.9216,0.1799,-0.239,102.381,31.1291,295.8697,3.5,0.13,30.6433,10.90090873,77.04791222,41.6221,3.8315,71086.5938,2577.5918,3592,62,2,93,37.2826,37.2826,106.7058,3.2365,-0.192,25.4865,-740.8784,0,57.6769,0,1.0035,-0.6978,0,12.3,0,19878.6152,20117.4121
669.5,60.1159,13,0.864,0.2156,-0.1997,104.0023,29.0327,295.8945,3.5,0.13,32.9551,10.90090669,77.0479197,41.5631,3.8318,71090.6719,2581.6736,3592,62,2,93,37.3,37.3,106.7,3.24,-0.21,26,-71,0,55,0,0.37,-0.39,0,12.3,0,19879.4492,20118.2734
669.55,60.7985,13,0.8254,0.2611,-0.1393,105.2927,27.5672,295.9208,3.5,0.122,35.101,10.90090446,77.04792721,41.5041,3.8321,71094.7578,2585.7551,3658.375,62.5625,2,93,37.3,37.3,106.7,3.2619,-0.2048,26.2581,-126.4839,0,52,0,0.4511,-0.41,0,12.3,0,19880.2891,20119.1406
669.6,61.6463,13,0.7861,0.2735,-0.1,106.4009,26.0601,295.9454,3.5,0.12,37.6488,10.90090203,77.04793485,41.4451,3.8323,71098.8359,2589.8367,3710,63,2,93,37.3,37.3,106.7,3.2975,-0.1953,27,-276.7895,0,33.25,0,0.9581,-0.535,0,12.3,0,19881.1406,20120.0098
669.65,62.1459,13,0.6403,0.2998,-0.0568,107.4548,21.0649,295.9665,3.5,0.117,46.9541,10.90089944,77.04794246,41.3861,3.8326,71102.9219,2593.9185,3709.3684,63,2,93,37.3,37.3,106.7,3.3241,-0.2611,27,-161.6579,0,26.0541,0,1.2605,-0.1273,0,12.3,0,19882.002,20120.8848
669.7,62.6324,13,0.5382,0.3262,-0.0211,108.5061,17.5553,295.9836,3.5,0.11,56.782,10.90089676,77.04794999,41.3271,3.8329,71107,2598,3705.4211,63,2,93,37.3,37.3,106.7,3.33,-0.29,27,-111,0,24,0,1.43,0.34,0,12.3,0,19882.8691,20121.7598
669.75,63.079,13,0.4911,0.3274,0.0107,109.6948,15.8715,296.0016,3.5,0.11,63.254,10.90089386,77.04795759,41.2681,3.8331,71111.0781,2602.0815,3654.6667,63.4444,2,93,37.3,37.3,106.7,3.3252,-0.2817,27,-97.9737,0,24,0,1.43,0.34,0,12.3,0,19883.7422,20122.6406
669.8,63.5604,13,0.4758,0.3044,0.0316,110.4092,15.2379,296.0158,3.5,0.11,66.3869,10.90089085,77.04796524,41.2091,3.8334,71115.1641,2606.1633,3593,64,2,93,37.3,37.3,106.7,3.3119,-0.2357,27,-25.6053,0,16.96,0,1.1676,0.0456,0,12.3,0,19884.623,20123.5234
669.85,64.0309,13,0.3732,0.3023,0.0663,110.6412,11.8537,296.0347,3.5,0.11,85.9718,10.90088794,77.04797292,41.1572,3.8335,71119.2422,2610.2449,3593,64,2,93,37.3,37.3,106.7,3.31,-0.22,27,-1,0,13,0,1.02,-0.12,0,12.3,0,19885.5098,20124.416
669.9,64.5793,13,0.273,0.2973,0.1017,110.9817,8.6005,296.0582,3.5,0.11,119.506,10.90088492,77.04798071,41.109,3.8336,71123.4922,2614.4912,3618.2974,64.527,2,92.8946,37.3384,37.3384,106.6616,3.3177,-0.2251,27,-1,0,12.3951,0,1.0425,-0.1209,0,12.3,0,19886.4043,20125.3086
669.95,65.155,13,0.187,0.279,0.124,111.3818,5.8426,296.0718,3.5,0.11,177.4853,10.90088179,77.04798847,41.0609,3.8337,71129.6328,2620.6316,3641,65,2,92.8,37.4,37.4,106.6,3.33,-0.2386,27,-1,0,8.0741,0,1.203,-0.127,0,12.3,0,19887.3047,20126.207
670,65.5859,13,0.0967,0.2507,0.1248,111.6808,2.9987,296.0816,3.5,0.11,348.0951,10.90087866,77.04799624,41.0127,3.8337,71135.7734,2626.772,3641,65,2,92.8,37.4,37.4,106.6,3.33,-0.24,27,-1,0,6,0,1.28,-0.13,0,12.3,0,19888.2148,20127.1074
670.05,66.0303,13,-0.0275,0.264,0.1685,111.6548,-0.8451,296.1099,3.5,0.11,1243.4539,10.90087551,77.04800424,40.9645,3.8338,71141.9141,2632.9124,3681.3809,65.7619,2,92.8,37.4,37.4,106.6,3.3418,-0.2867,27.3889,-1,0,4.7273,0,1.2291,-0.1003,0,12.3,0,19889.1289,20128.0156
670.1,66.4293,13,-0.1247,0.2675,0.2202,111.5212,-3.8091,296.141,3.5,0.11,277.56,10.9008724,77.04801217,40.9163,3.8339,71148.0547,2639.0527,3694,66,2,92.8,37.4,37.4,106.6,3.35,-0.3532,28,-1,0,0.1818,0,1.0473,0.0058,0,12.3,0,19890.0508,20128.9258
670.15,67.2061,13,-0.2005,0.2664,0.236,111.2723,-6.0843,296.1611,3.5,0.11,175.7995,10.9008693,77.04802021,40.8681,3.834,71154.1953,2645.1929,3711.8064,66.2581,2,92.8,37.4,37.4,106.6,3.3545,-0.2968,28,-1,0,-20,0,-0.152,-0.238,0,12.3,0,19890.9805,20129.8516
670.2,67.7485,13,-0.2727,0.2662,0.2646,110.9191,-8.2207,296.1848,3.5,0.11,131.1624,10.90086624,77.04802836,40.8199,3.834,71160.3359,2651.3333,3766.7468,67.0506,2,92.8,37.4,37.4,106.6,3.3827,-0.2722,29.7838,-1,0,-25,0,-0.45,-0.3,0,12.3,0,19891.916,20130.7754
670.25,68.0141,13,-0.3533,0.2706,0.2882,110.1282,-10.5739,296.1865,3.5,0.11,102.373,10.9008633,77.04803656,40.7718,3.8341,71166.4766,2657.4736,3813.5823,67.6835,2,92.8,37.4,37.4,106.6,3.4114,-0.285,32.875,-1,0,-25.9375,0,-0.5828,-0.2141,0,12.3,0,19892.8613,20131.7129
670.3,68.0994,13,-0.4532,0.2721,0.3026,109.3502,-13.4677,296.2043,3.5,0.11,80.4766,10.90086056,77.04804475,40.7236,3.8342,71172.6172,2663.614,3837,68,2,92.8,37.4,37.4,106.6,3.43,-0.34,37,-1,0,-30.625,0,-1.2469,0.2156,0,12.3,0,19893.8047,20132.6504
670.35,68.578,14,-0.5476,0.2684,0.341,108.6047,-16.1628,296.2302,3.5,0.11,67.5285,10.9008578,77.04805317,40.6754,3.8342,71178.7578,2669.7544,3763.1333,68.1333,2.1333,92.84,37.4,37.4,106.6,3.43,-0.34,37,-1,0,-31,0,-1.3,0.25,0,12.2478,0,19894.7539,20133.6016
670.4,69.3416,14,-0.6092,0.2703,0.314,107.9631,-17.8635,296.2234,3.5,0.11,61.7799,10.90085515,77.0480617,40.6272,3.8343,71184.8984,2675.8948,3301.4666,68.9667,2.9667,93.09,36.94,36.94,106.2933,3.269,-0.3216,38.8387,-1,0,-33.4828,0,-1.1221,0.0141,0,12.2,0,19895.7129,20134.5527
670.45,70.0465,14,-0.6649,0.2543,0.3243,107.1822,-19.3628,296.2279,3.5,0.11,57.5756,10.9008527,77.04807032,40.579,3.8344,71191.0312,2682.0352,3283,69,3,93.1,36.8,36.8,106.2,3.22,-0.2744,40.3562,-1,0,-37.9412,0,-0.8371,-0.2659,0,12.2,0,19896.6836,20135.5156
670.5,70.4748,14,-0.7078,0.2381,0.3375,106.0838,-20.484,296.2451,3.5,0.11,54.757,10.90085029,77.04807909,40.5308,3.8344,71197.9297,2688.9294,3240.377,69.8525,3,93.1,36.8,36.8,106.2,3.1914,-0.21,41,-1,0,-40.8824,0,-0.7341,-0.0968,0,12.2,0,19897.6602,20136.4805
670.55,70.8082,14,-0.7506,0.2497,0.3801,104.8042,-21.5966,296.2727,3.5,0.11,52.1816,10.90084806,77.04808788,40.4827,3.8345,71205.1797,2696.1785,3183,71,3,93.1,36.8,36.8,106.2,3.12,-0.21,41,-1,0,-41,0,-0.73,-0.09,0,12.2,0,19898.6406,20137.459
670.6,71.1052,14,-0.7648,0.2726,0.4296,103.6156,-21.8706,296.3107,3.5,0.11,51.7442,10.900846,77.04809683,40.4345,3.8346,71212.4297,2703.4275,3183,71,3,93.1,36.8,36.8,106.2,3.12,-0.21,41,-1,0,-41,0,-0.73,-0.09,0,12.2,0,19899.627,20138.4375
670.65,71.5044,14,-0.7639,0.2873,0.4748,102.6147,-21.7015,296.3445,3.5,0.11,52.44,10.9008441,77.04810579,40.3863,3.8346,71219.6797,2710.6765,3208.5,71.75,3,93.1,36.8,36.8,106.2,3.0968,-0.2489,44.5,-1,0,-40.7879,0,-0.7236,-0.2152,0,12.2,0,19900.6191,20139.4297
670.7,71.8657,14,-0.7435,0.2898,0.5496,101.62,-20.9746,296.3988,3.5,0.1155,54.5315,10.90084227,77.04811483,40.3381,3.8347,71226.9219,2717.9255,3217,72,3,93.1,36.8,36.8,106.2,3.08,-0.3003,50,-1,0,-40.0303,0,-0.7009,-0.6621,0,12.2,0,19901.6172,20140.4238
670.75,72.4674,14,-0.7134,0.2922,0.6569,100.5476,-19.9849,296.4733,3.5,0.12,57.7112,10.9008406,77.04812412,40.2899,3.8348,71234.1719,2725.1748,3238.0149,72.4776,3,93.1,36.8,36.8,106.2,3.0777,-0.2197,50,-1,0,-34.4,0,-2.196,-0.392,0,12.2,0,19902.6191,20141.4375
670.8,73.101,14,-0.6554,0.2909,0.7256,99.4986,-18.2335,296.5345,3.5,0.11,63.8078,10.90083909,77.04813338,40.2417,3.8348,71241.4219,2732.4238,3303.6865,73.9701,3,93.1,36.8,36.8,106.2,3.0637,-0.2397,51.7838,-1,0,-33,0,-2.57,-0.32,0,12.2,0,19903.6309,20142.4512
670.85,73.767,14,-0.586,0.3186,0.7739,98.8453,-16.1899,296.578,3.5,0.11,72.5166,10.90083767,77.04814285,40.2747,3.834,71248.6719,2739.6729,3305,74,3,93.1,36.4873,36.4873,106.0958,3.0704,-0.26,53.5634,-1,0,-32.8611,0,-2.3853,-0.1853,0,12.2,0,19904.6523,20143.4805
670.9,74.5808,14,-0.4984,0.3433,0.8286,98.2195,-13.6667,296.6296,3.5,0.1045,86.853,10.90083626,77.04815242,40.3493,3.8328,71255.9219,2746.9219,3321.9856,74.4143,3,92.9343,36.2,36.2,106,3.08,-0.26,54.9718,-1,0,-32.1667,0,-1.4617,0.4883,0,12.2,0,19905.6855,20144.5117
670.95,74.9744,14,-0.4362,0.356,0.8723,97.5256,-11.8623,296.6763,3.5,0.108,100.5919,10.90083502,77.04816199,40.424,3.8315,71263.1719,2754.1709,3358.75,75.125,3,92.7,36.2,36.2,106,3.08,-0.26,55,-1,0,-32,0,-1.24,0.65,0,12.2,0,19906.7246,20145.5547
671,75.3022,14,-0.4174,0.3602,0.9083,97.0321,-11.2539,296.7118,3.5,0.11,106.4939,10.90083392,77.04817153,40.4987,3.8302,71270.4219,2761.4202,3429.5833,75.8194,3,92.7,36.2,36.2,106,3.1148,-0.2765,57.7465,-1,0,-30.7333,0,-1.5693,0.3523,0,12.2,0,19907.7695,20146.5977
